Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HxG,AxG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BFDH,BFDD,BFDA,BVH,BVD,BVA,BWH,BWD,BWA,PPH,PPD,PPA,SKBH,SKBD,SKBA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,BFEH,BFED,BFEA,B365>2.5,B365<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,BFE>2.5,BFE<2.5,AHh,B365AHH,B365AHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,BFEAHH,BFEAHA,B365CH,B365CD,B365CA,BFDCH,BFDCD,BFDCA,BVCH,BVCD,BVCA,BWCH,BWCD,BWCA,PPCH,PPCD,PPCA,SKBCH,SKBCD,SKBCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365C>2.5,B365C<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,BFEC>2.5,BFEC<2.5,AHCh,B365CAHH,B365CAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA,BFECAHH,BFECAHA
EC,27/08/2026,19:45,Boreham Wood,Boston Utd,2,1,H,0,1,A,N Smith,,,17,3,5,2,11,15,7,1,1,4,0,0,1.55,4,5,1.57,4,5,1.55,4,5,1.55,3.9,4.5,1.5,4.2,5,1.5,4,4.75,1.58,4.2,5,1.54,4.05,4.88,1.59,4.4,5.2,1.57,2.35,1.57,2.5,1.53,2.37,1.5,2.2,-1,1.98,1.83,1.98,1.83,1.93,1.8,,,1.53,4.1,5,1.53,4.2,5,1.53,4.2,5,1.53,4,4.6,1.44,4.2,5,1.5,4,4.8,1.58,4.33,5.5,1.52,4.17,4.95,1.59,4.7,5.7,1.5,2.5,1.5,2.6,1.48,2.48,1.58,2.66,-1,1.88,1.93,1.88,1.93,1.85,1.86,1.9,1.9
SP1,25/08/2026,20:00,Valencia,Betis,0,1,A,0,0,D,,1.12,0.71,16,15,3,3,10,11,8,2,2,1,0,0,2.8,3.3,2.55,2.75,3.25,2.5,2.8,3.25,2.55,2.75,3.25,2.6,2.75,3.1,2.6,2.75,3.25,2.6,2.83,3.3,2.65,2.77,3.24,2.56,2.94,3.35,2.72,2.1,1.73,2.1,1.75,2.05,1.73,2.2,1.82,0,2.05,1.8,2.05,1.83,1.95,1.79,2.07,1.91,2.55,3.3,2.8,2.63,3.25,2.75,2.6,3.3,2.75,2.55,3.2,2.8,2.6,3.2,2.7,2.6,3.3,2.7,2.7,3.3,2.8,2.61,3.23,2.72,2.74,3.4,2.9,2.1,1.73,2.15,1.75,2.09,1.7,2.22,1.8,0,1.83,2.03,1.85,2.03,1.82,1.92,1.93,2.05
SP1,26/08/2026,20:00,Real Madrid,Sociedad,4,1,H,1,1,D,,3.14,0.56,20,10,11,3,10,8,4,7,3,3,0,0,1.3,6.25,8,1.33,5.5,8.5,1.3,5.75,9,1.34,5.5,8,1.29,5.5,8.5,1.29,5.5,8,1.34,6.25,9.3,1.31,5.65,8.33,1.35,6.2,10,1.44,2.75,1.45,2.8,1.42,2.73,1.5,2.96,-1.5,1.88,1.98,1.88,1.98,1.82,1.9,1.94,2,1.17,8,13,1.18,7.5,13,1.17,7.5,15,1.21,7.5,11.5,1.14,7.5,14,1.17,8,13,1.21,8,15,1.18,7.37,12.96,1.22,8.6,15,1.3,3.5,1.33,3.6,1.31,3.37,1.35,3.8,-2,1.83,2.03,1.83,2.03,1.79,1.97,1.9,2.07
SP1,27/08/2026,19:30,Celta,Osasuna,1,2,A,1,0,H,,0.13,2.68,4,13,2,5,7,16,5,3,0,1,1,0,2,3.3,4,1.95,3.4,4,1.93,3.25,3.75,2,3.1,4.2,1.91,3.3,4,1.95,3.3,4,2,3.5,4.3,1.95,3.31,3.94,2.02,3.5,4.3,2.2,1.67,2.2,1.7,2.12,1.67,2.28,1.73,-0.5,2.03,1.83,2.03,1.85,1.91,1.81,2.02,1.94,1.85,3.3,4.5,1.9,3.4,4.33,1.83,3.25,5,1.83,3.3,4.75,1.85,3.2,4.5,1.85,3.3,4.75,1.9,3.4,5,1.85,3.29,4.63,1.96,3.4,5,2.3,1.62,2.35,1.62,2.27,1.6,2.46,1.68,-0.5,1.85,2,1.85,2,1.79,1.94,1.96,2.03
SP1,27/08/2026,20:00,Barcelona,Ath Bilbao,2,0,H,1,0,H,,3.91,0.25,22,5,10,0,13,6,12,5,1,2,0,0,1.33,5.25,8,1.3,5.5,9,1.29,5.25,8,1.34,5.5,8,1.29,5.5,8.5,1.3,5.5,8.5,1.34,5.75,9.3,1.31,5.42,8.18,1.35,6,9.6,1.44,2.75,1.45,2.75,1.42,2.71,1.49,2.9,-1.5,1.88,1.98,1.88,1.98,1.82,1.9,1.95,2,1.22,6.5,12,1.22,6.5,11,1.22,7,11,1.25,7,9.5,1.18,6.5,12,1.2,7,12,1.25,7,12,1.22,6.64,10.81,1.25,7.4,14.5,1.33,3.4,1.33,3.6,1.31,3.34,1.37,3.65,-1.75,1.78,2.03,1.78,2.05,1.75,2,1.86,2.12
